Top 5 CITTIES based on weightage scores,State,Mass Markets (W20%),Diverse Workers (W20%),Well-heeled Affluents (20%),Population Growth Rate (10%),Number of Burgalaries reported (10%),Property Crime Rate (10%),Housing Construction (10%),Total Score
Holbrook,Arizona,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0000
Louisville,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Dacono,Colorado,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0002,0.0000
Elizabeth,Illinois,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Wray,Colorado,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0000
White Sulphur Springs,West Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Sea Isle City,New Jersey,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Manistique,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Elk Rapids,Michigan,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0001,0.0000
Tell City,Indiana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Greybull,Wyoming,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Rifle,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Snow Hill,Maryland,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Patton,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Tarboro,North Carolina,0.0001,0.0000,0.0000,-0.0001,0.0000,0.0000,-0.0001,0.0000
Pearisburg,Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Caseville,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Kingston Springs,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
The Dalles,Oregon,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Mondovi,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Cynthiana,Kentucky,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Pulaski,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Holts Summit,Missouri,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Salisbury,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Fairmont,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Brinkley,Arkansas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Hummelstown,Pennsylvania,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Rose Hill,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Jasper,Texas,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Colon,Michigan,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Jamestown,Rhode Island,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Waterville,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Clinton,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Maple Park,Illinois,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0000
Malden,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Harvey,North Dakota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Scarborough,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Plymouth,North Carolina,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Willard,Missouri,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Pella,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Coalinga,California,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Smithton,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Southwick,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Schuylkill Haven,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Salem,Utah,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Omak,Washington,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Thermopolis,Wyoming,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Sisseton,South Dakota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Hellertown,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wetumpka,Alabama,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,-0.0001,0.0000
Sinton,Texas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
White Pine,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Sleepy Eye,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Olive Hill,Kentucky,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Locust Grove,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Princeton,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Luxemburg,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Fruita,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Russell,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Gautier,Mississippi,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Jacksonville,Alabama,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,-0.0001,0.0000
Miller,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Lookout Mountain,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
South Sioux City,Nebraska,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Hulbert,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Smithfield,North Carolina,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Cocoa Beach,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Meadville,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Montgomery,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Frederic,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Hohenwald,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Yorktown,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Stayton,Oregon,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Ridgefield,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Seward,Nebraska,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Elm Grove,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Wayne,Illinois,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0001,0.0000
Central City,Nebraska,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Kaufman,Texas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Jonesville,Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Madison,North Carolina,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Gouldsboro,Maine,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0000
Chipley,Florida,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Higginsville,Missouri,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Tazewell,Tennessee,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Cedar Bluff,Alabama,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Donora,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Stanley,Virginia,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Sealy,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Mayflower,Arkansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Jasper,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Steelville,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Nottingham,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Williamsburg,Kentucky,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Eagle Grove,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Palos Hills,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Pocomoke City,Maryland,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Welaka,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Berryville,Arkansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Sterling,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Powell,Wyoming,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Tioga,North Dakota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Brunswick,Maryland,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Kellogg,Idaho,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0000
Chester,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Galesburg,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pottsboro,Texas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Midway,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Onalaska,Texas,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,-0.0001,0.0000
Woodbury Heights,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Glasford,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Hawesville,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Heber Springs,Arkansas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Essex,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ebensburg,Pennsylvania,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0001,0.0000
Grand Saline,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Spring Grove,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wildwood,New Jersey,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Souderton,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Plainfield,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Hinckley,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Nortonville,Kentucky,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0001,0.0000
Orofino,Idaho,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ephrata,Washington,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
New Brighton,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Shadyside,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pittsfield,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Mulberry,Arkansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Harbor Beach,Michigan,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Piedmont,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Simsbury,Connecticut,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Adamsville,Alabama,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Kenton,Tennessee,0.0000,0.0000,0.0000,-0.0002,0.0000,0.0000,0.0001,0.0000
Ellwood City,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Lowell,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Hartford,Michigan,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Hermitage,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Neodesha,Kansas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Shamokin,Pennsylvania,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Maysville,Kentucky,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Milford,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rockdale,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Johnstown,New York,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Pepin,Wisconsin,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0001,0.0000
Williamstown,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Virginia,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Glen Carbon,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Judsonia,Arkansas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Exeter,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Winters,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Cass City,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Oregon,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Oberlin,Kansas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Leechburg,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Eureka,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Great Barrington,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Worth,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Buxton,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Clay City,Kentucky,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Union City,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Chillicothe,Missouri,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Clinton,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Prairie Grove,Arkansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Strasburg,Virginia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Springdale,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Maryland Heights,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Chester,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
International Falls,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Harvard,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Fowler,California,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Gaston,South Carolina,0.0001,0.0000,0.0000,-0.0001,0.0000,0.0000,-0.0001,0.0000
Ironwood,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
New Haven,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Staples,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Fairfield,Texas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pigeon Forge,Tennessee,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0001,0.0000
Boothbay Harbor,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Wyoming,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Frackville,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Mukwonago,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Atmore,Alabama,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Petersburg,Alaska,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Kotzebue,Alaska,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Litchfield,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Warrior,Alabama,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Iola,Kansas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
New Hampton,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Woodbridge,Connecticut,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,-0.0001,0.0000
Melbourne Beach,Florida,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Murrysville,Pennsylvania,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,-0.0001,0.0000
Jefferson City,Tennessee,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
South Hill,Virginia,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Salisbury,Massachusetts,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Mount Vernon,Kentucky,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Springfield,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Toledo,Oregon,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Knox,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Springboro,Ohio,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Frederick,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Charlestown,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Millinocket,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Frankford,Delaware,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Elkhart Lake,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Fremont,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Crane,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Iuka,Mississippi,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Estherville,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Putnam,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Grafton,North Dakota,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Washburn,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Lake Helen,Florida,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Scottville,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Longport,New Jersey,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Lake Station,Indiana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Ionia,Michigan,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Prague,Oklahoma,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Eagle,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
North,South Carolina,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
La Crescent,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Cobden,Illinois,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Pratt,Kansas,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Lisbon,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Fall River,Wisconsin,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Bremen,Indiana,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Dawson Springs,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Ferguson,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Logan,New Mexico,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
North Hampton,New Hampshire,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Raymond,Washington,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Sunbright,Tennessee,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Mount Union,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Mexico,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Glen Dale,West Virginia,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Eldorado,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Clinton,Missouri,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Quincy,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Brush,Colorado,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Florham Park,New Jersey,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,-0.0001,0.0000
Shelley,Idaho,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Jay,Maine,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Oxford,North Carolina,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,-0.0001,0.0000
Pinconning,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Ogallala,Nebraska,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Slocomb,Alabama,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Mohnton,Pennsylvania,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Litchfield,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Tatum,New Mexico,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Catlettsburg,Kentucky,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Rittman,Ohio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Lamar,Missouri,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Luna Pier,Michigan,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Paulsboro,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Decherd,Tennessee,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Springfield,Minnesota,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Derby,Connecticut,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Bluffs,Illinois,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emporia,Virginia,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Kings Mountain,North Carolina,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,-0.0001,0.0000
Clarinda,Iowa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Lincoln Park,New Jersey,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,-0.0001,0.0000
Hale Center,Texas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
North Smithfield,Rhode Island,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
Herington,Kansas,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Coquille,Oregon,0.0000,0.0000,0.0000,-0.0001,0.0000,0.0000,0.0000,0.0000
Granger,Washington,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pocahontas,Arkansas,0.0000,0.0001,0.0000,-0.0001,0.0000,0.0000,-0.0001,0.0000
Ventnor City,New Jersey,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0.0000
